"","age","workclass","education","marital.status","occupation","relationship","race","gender","hrs.per.week","class"
"11934",47,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",45,">50K"
"11935",63,"Private","10th","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"11936",21,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Male",65,"<=50K"
"11937",56,"Private","HS-grad","Separated","Craft-repair","Unmarried","White","Male",40,"<=50K"
"11938",27,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",38,"<=50K"
"11939",38,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",20,"<=50K"
"11940",33,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,"<=50K"
"11941",26,"Private","HS-grad","Never-married","Exec-managerial","Not-in-family","White","Female",40,"<=50K"
"11942",20,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",35,"<=50K"
"11943",42,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"11944",55,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Female",40,"<=50K"
"11945",32,"State-gov","Some-college","Married-civ-spouse","Prof-specialty","Wife","Black","Female",40,"<=50K"
"11946",66,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",40,">50K"
"11947",66,"Local-gov","Doctorate","Divorced","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"11948",49,"Private","Some-college","Divorced","Other-service","Not-in-family","White","Female",40,"<=50K"
"11949",34,"Private","HS-grad","Divorced","Protective-serv","Not-in-family","Black","Male",45,"<=50K"
"11950",38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"11951",40,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,"<=50K"
"11952",22,"Federal-gov","Assoc-acdm","Never-married","Other-service","Own-child","White","Male",20,"<=50K"
"11953",46,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"11954",29,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",50,"<=50K"
"11955",19,"Private","12th","Never-married","Handlers-cleaners","Own-child","Amer-Indian-Eskimo","Male",20,"<=50K"
"11956",37,"Local-gov","Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",35,"<=50K"
"11957",52,"Local-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",32,">50K"
"11958",27,"Private","Masters","Never-married","Adm-clerical","Not-in-family","White","Female",46,"<=50K"
"11959",52,"Private","HS-grad","Married-civ-spouse","Transport-moving","Wife","White","Female",40,"<=50K"
"11960",31,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",40,"<=50K"
"11961",37,"Self-emp-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",50,">50K"
"11962",28,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",40,"<=50K"
"11963",31,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",50,"<=50K"
"11964",29,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"11965",45,"Private","HS-grad","Widowed","Adm-clerical","Unmarried","White","Female",35,"<=50K"
"11966",69,"Private","7th-8th","Married-civ-spouse","Other-service","Husband","White","Male",20,"<=50K"
"11967",50,"Private","11th","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",40,"<=50K"
"11968",17,"Private","9th","Never-married","Other-service","Own-child","White","Female",20,"<=50K"
"11969",23,"Private","Some-college","Never-married","Machine-op-inspct","Own-child","White","Male",40,"<=50K"
"11970",66,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",45,">50K"
"11971",61,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"11972",55,"Private","Some-college","Divorced","Machine-op-inspct","Not-in-family","White","Female",40,"<=50K"
"11973",24,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",40,"<=50K"
"11974",30,"Private","HS-grad","Divorced","Sales","Unmarried","White","Male",30,"<=50K"
"11975",49,"Private","Assoc-voc","Divorced","Exec-managerial","Not-in-family","White","Male",45,">50K"
"11976",56,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",50,">50K"
"11977",25,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",40,"<=50K"
"11978",49,"Private","Bachelors","Divorced","Protective-serv","Not-in-family","White","Male",40,"<=50K"
"11979",58,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",40,">50K"
"11980",62,"Private","Masters","Divorced","Prof-specialty","Not-in-family","White","Female",45,"<=50K"
"11981",54,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",25,">50K"
"11982",34,"Self-emp-not-inc","Assoc-voc","Never-married","Other-service","Other-relative","White","Female",40,"<=50K"
"11983",18,"Private","10th","Never-married","Craft-repair","Own-child","White","Male",30,"<=50K"
"11984",22,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",35,"<=50K"
"11985",34,"State-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",48,"<=50K"
"11986",19,"Private","Some-college","Never-married","Sales","Own-child","White","Female",40,"<=50K"
"11987",41,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",55,">50K"
"11988",46,"Private","Some-college","Married-civ-spouse","Other-service","Wife","White","Female",40,"<=50K"
"11989",42,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","Black","Female",40,"<=50K"
"11990",25,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Female",35,"<=50K"
"11991",42,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",50,"<=50K"
"11992",43,"Private","Bachelors","Divorced","Prof-specialty","Not-in-family","White","Female",40,">50K"
"11993",17,"Private","11th","Never-married","Sales","Own-child","White","Female",12,"<=50K"
"11994",57,"Self-emp-not-inc","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"11995",40,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"11996",20,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",16,"<=50K"
"11997",47,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",50,"<=50K"
"11998",40,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,"<=50K"
"11999",48,"Private","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",55,"<=50K"
"12000",39,"Self-emp-inc","Assoc-voc","Married-civ-spouse","Farming-fishing","Husband","White","Male",60,">50K"
"12001",46,"Local-gov","Some-college","Married-civ-spouse","Craft-repair","Husband","Black","Male",40,">50K"
"12002",72,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"12003",53,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",30,"<=50K"
"12004",47,"Federal-gov","Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",40,">50K"
"12005",34,"Private","HS-grad","Separated","Transport-moving","Not-in-family","Asian-Pac-Islander","Male",40,"<=50K"
"12006",41,"Private","HS-grad","Never-married","Adm-clerical","Own-child","White","Male",40,"<=50K"
"12007",41,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12008",20,"Private","Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",35,"<=50K"
"12009",54,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",50,"<=50K"
"12010",39,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",40,"<=50K"
"12011",37,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male",40,"<=50K"
"12012",59,"Private","Doctorate","Married-civ-spouse","Sales","Husband","White","Male",40,"<=50K"
"12013",69,"Private","5th-6th","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"12014",24,"Private","Bachelors","Never-married","Prof-specialty","Own-child","Black","Female",35,"<=50K"
"12015",36,"Private","Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,">50K"
"12016",20,"Private","Some-college","Separated","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"12017",26,"Self-emp-not-inc","Assoc-voc","Never-married","Other-service","Not-in-family","White","Female",35,"<=50K"
"12018",48,"Private","12th","Widowed","Handlers-cleaners","Unmarried","White","Female",50,"<=50K"
"12019",39,"Self-emp-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"12020",21,"Private","Assoc-acdm","Never-married","Other-service","Own-child","White","Female",18,"<=50K"
"12021",34,"Private","Assoc-voc","Divorced","Prof-specialty","Unmarried","White","Female",40,"<=50K"
"12022",33,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,">50K"
"12023",47,"Private","11th","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"12024",65,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"12025",23,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",40,"<=50K"
"12026",28,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Female",30,"<=50K"
"12027",34,"Self-emp-not-inc","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",60,">50K"
"12028",20,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Male",40,"<=50K"
"12029",28,"Private","11th","Never-married","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"12030",52,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",60,"<=50K"
"12031",22,"Private","Bachelors","Never-married","Exec-managerial","Own-child","White","Female",7,"<=50K"
"12032",29,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,"<=50K"
"12033",31,"Self-emp-not-inc","7th-8th","Married-civ-spouse","Prof-specialty","Husband","White","Male",60,"<=50K"
"12034",42,"Federal-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"12035",38,"Private","HS-grad","Never-married","Craft-repair","Unmarried","Black","Female",40,"<=50K"
"12036",22,"Private","11th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",70,">50K"
"12037",43,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"12038",33,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,"<=50K"
"12039",17,"Self-emp-inc","10th","Never-married","Other-service","Own-child","Black","Male",35,"<=50K"
"12040",54,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"12041",45,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",40,"<=50K"
"12042",55,"Local-gov","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",45,"<=50K"
"12043",51,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",35,">50K"
"12044",65,"Federal-gov","10th","Divorced","Craft-repair","Unmarried","White","Male",40,"<=50K"
"12045",21,"Private","Bachelors","Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Female",45,"<=50K"
"12046",40,"Private","HS-grad","Widowed","Other-service","Unmarried","Black","Female",40,"<=50K"
"12047",58,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","Black","Female",37,"<=50K"
"12048",53,"Federal-gov","HS-grad","Widowed","Exec-managerial","Not-in-family","White","Female",58,"<=50K"
"12049",39,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"12050",56,"Local-gov","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",40,"<=50K"
"12051",37,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",50,"<=50K"
"12052",44,"Private","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12053",49,"Private","9th","Separated","Handlers-cleaners","Own-child","White","Male",38,"<=50K"
"12054",36,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",50,">50K"
"12055",59,"Self-emp-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",60,"<=50K"
"12056",33,"Private","HS-grad","Divorced","Adm-clerical","Own-child","White","Female",40,"<=50K"
"12057",36,"Private","Prof-school","Never-married","Exec-managerial","Not-in-family","White","Male",50,">50K"
"12058",26,"Private","Some-college","Married-civ-spouse","Exec-managerial","Wife","White","Female",25,"<=50K"
"12059",22,"Private","10th","Never-married","Sales","Not-in-family","White","Female",25,"<=50K"
"12060",25,"Private","Masters","Never-married","Adm-clerical","Own-child","White","Male",40,"<=50K"
"12061",28,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",15,"<=50K"
"12062",41,"Private","Assoc-acdm","Divorced","Adm-clerical","Unmarried","White","Female",38,"<=50K"
"12063",45,"Private","Assoc-voc","Married-civ-spouse","Farming-fishing","Husband","White","Male",70,"<=50K"
"12064",43,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",40,"<=50K"
"12065",30,"Private","9th","Never-married","Handlers-cleaners","Unmarried","Black","Male",40,"<=50K"
"12066",33,"Private","HS-grad","Married-spouse-absent","Craft-repair","Unmarried","White","Male",50,"<=50K"
"12067",34,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"12068",21,"Private","Assoc-voc","Never-married","Other-service","Not-in-family","White","Male",30,"<=50K"
"12069",31,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",45,">50K"
"12070",48,"Private","5th-6th","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"12071",22,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",20,"<=50K"
"12072",47,"Private","Some-college","Divorced","Sales","Unmarried","White","Female",60,"<=50K"
"12073",18,"Private","11th","Never-married","Handlers-cleaners","Not-in-family","White","Male",25,"<=50K"
"12074",43,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"12075",36,"Private","Some-college","Widowed","Sales","Not-in-family","White","Female",20,"<=50K"
"12076",37,"Federal-gov","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"12077",24,"Private","Assoc-voc","Never-married","Craft-repair","Own-child","White","Male",20,"<=50K"
"12078",24,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",40,"<=50K"
"12079",38,"Private","Bachelors","Married-civ-spouse","Other-service","Husband","White","Male",70,"<=50K"
"12080",48,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Black","Male",40,">50K"
"12081",75,"Private","1st-4th","Married-civ-spouse","Other-service","Other-relative","Black","Female",16,"<=50K"
"12082",43,"Self-emp-not-inc","Bachelors","Divorced","Prof-specialty","Not-in-family","White","Male",70,">50K"
"12083",64,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female",50,"<=50K"
"12084",36,"Private","HS-grad","Divorced","Sales","Not-in-family","White","Female",40,"<=50K"
"12085",53,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",40,"<=50K"
"12086",22,"Private","Some-college","Never-married","Prof-specialty","Not-in-family","Black","Male",20,"<=50K"
"12087",73,"Self-emp-not-inc","HS-grad","Never-married","Other-service","Not-in-family","White","Female",36,"<=50K"
"12088",46,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"12089",45,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12090",43,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"12091",20,"Private","HS-grad","Never-married","Adm-clerical","Own-child","Black","Male",20,"<=50K"
"12092",43,"Federal-gov","Some-college","Divorced","Handlers-cleaners","Not-in-family","Asian-Pac-Islander","Male",40,"<=50K"
"12093",40,"Private","HS-grad","Separated","Sales","Unmarried","Black","Female",25,"<=50K"
"12094",36,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"12095",64,"Self-emp-inc","Bachelors","Divorced","Sales","Not-in-family","White","Male",45,"<=50K"
"12096",46,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",38,">50K"
"12097",46,"Local-gov","Masters","Divorced","Exec-managerial","Unmarried","White","Female",65,">50K"
"12098",41,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",70,"<=50K"
"12099",28,"Private","Some-college","Never-married","Adm-clerical","Other-relative","White","Female",40,"<=50K"
"12100",23,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",45,"<=50K"
"12101",30,"Federal-gov","Bachelors","Never-married","Protective-serv","Not-in-family","White","Female",60,">50K"
"12102",27,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",45,">50K"
"12103",25,"Private","HS-grad","Never-married","Other-service","Unmarried","White","Female",34,"<=50K"
"12104",29,"Private","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12105",27,"Private","Bachelors","Never-married","Farming-fishing","Not-in-family","White","Male",65,"<=50K"
"12106",34,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",35,"<=50K"
"12107",38,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",50,"<=50K"
"12108",56,"Private","Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",40,">50K"
"12109",35,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",62,"<=50K"
"12110",23,"Private","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"12111",19,"Private","Some-college","Never-married","Sales","Own-child","Black","Female",20,"<=50K"
"12112",42,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",35,">50K"
"12113",46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,">50K"
"12114",49,"Self-emp-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",70,">50K"
"12115",23,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",20,"<=50K"
"12116",24,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",40,"<=50K"
"12117",25,"Federal-gov","HS-grad","Never-married","Transport-moving","Own-child","White","Male",40,"<=50K"
"12118",33,"Self-emp-not-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",50,"<=50K"
"12119",22,"Private","Assoc-acdm","Never-married","Adm-clerical","Own-child","White","Female",27,"<=50K"
"12120",54,"Local-gov","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",30,"<=50K"
"12121",39,"Self-emp-inc","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"12122",25,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"12123",75,"Self-emp-inc","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",26,"<=50K"
"12124",28,"Self-emp-not-inc","HS-grad","Never-married","Machine-op-inspct","Other-relative","Black","Male",30,"<=50K"
"12125",50,"Private","Bachelors","Divorced","Sales","Not-in-family","White","Female",50,"<=50K"
"12126",62,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",55,">50K"
"12127",40,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"12128",58,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",37,"<=50K"
"12129",24,"Federal-gov","Assoc-acdm","Married-civ-spouse","Exec-managerial","Wife","White","Female",40,"<=50K"
"12130",21,"Private","HS-grad","Never-married","Other-service","Other-relative","White","Female",30,"<=50K"
"12131",40,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"12132",45,"Private","Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",42,">50K"
"12133",48,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",60,"<=50K"
"12134",34,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",70,"<=50K"
"12135",43,"Local-gov","Masters","Never-married","Exec-managerial","Not-in-family","White","Female",50,">50K"
"12136",42,"Local-gov","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"12137",52,"Self-emp-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",60,"<=50K"
"12138",56,"Self-emp-not-inc","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",60,"<=50K"
"12139",48,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,">50K"
"12140",25,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",35,"<=50K"
"12141",40,"Private","Bachelors","Married-civ-spouse","Handlers-cleaners","Own-child","White","Male",40,">50K"
"12142",34,"Private","11th","Never-married","Machine-op-inspct","Own-child","Black","Male",45,"<=50K"
"12143",52,"Private","HS-grad","Divorced","Other-service","Not-in-family","White","Male",40,"<=50K"
"12144",41,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",42,">50K"
"12145",36,"Local-gov","HS-grad","Never-married","Other-service","Not-in-family","White","Male",40,"<=50K"
"12146",21,"Private","Assoc-voc","Never-married","Craft-repair","Own-child","White","Male",40,"<=50K"
"12147",28,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"12148",35,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"12149",32,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","Black","Male",40,"<=50K"
"12150",64,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"12151",17,"Private","10th","Never-married","Handlers-cleaners","Own-child","White","Female",23,"<=50K"
"12152",25,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",20,"<=50K"
"12153",51,"State-gov","Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"12154",67,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",10,"<=50K"
"12155",42,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"12156",29,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Male",40,"<=50K"
"12157",31,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",40,"<=50K"
"12158",21,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",37,"<=50K"
"12159",67,"Private","10th","Married-civ-spouse","Transport-moving","Husband","White","Male",16,"<=50K"
"12160",41,"State-gov","HS-grad","Divorced","Protective-serv","Not-in-family","White","Male",40,">50K"
"12161",27,"Private","Bachelors","Never-married","Tech-support","Not-in-family","White","Female",36,"<=50K"
"12162",51,"Private","12th","Divorced","Transport-moving","Unmarried","White","Male",50,"<=50K"
"12163",28,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",46,"<=50K"
"12164",21,"Private","Some-college","Never-married","Craft-repair","Own-child","White","Male",40,"<=50K"
"12165",28,"Private","Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,">50K"
"12166",29,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",35,"<=50K"
"12167",39,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",70,"<=50K"
"12168",43,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"12169",44,"Self-emp-not-inc","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",40,">50K"
"12170",28,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",50,"<=50K"
"12171",31,"Private","9th","Never-married","Sales","Not-in-family","White","Male",43,">50K"
"12172",27,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","Amer-Indian-Eskimo","Female",45,"<=50K"
"12173",34,"State-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",40,"<=50K"
"12174",25,"Private","HS-grad","Never-married","Tech-support","Not-in-family","White","Male",40,"<=50K"
"12175",43,"Local-gov","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"12176",40,"Self-emp-inc","Masters","Married-civ-spouse","Craft-repair","Husband","White","Male",50,"<=50K"
"12177",21,"Private","HS-grad","Never-married","Other-service","Unmarried","Black","Female",35,"<=50K"
"12178",25,"Private","Some-college","Divorced","Exec-managerial","Unmarried","White","Female",25,"<=50K"
"12179",21,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",40,"<=50K"
"12180",19,"Self-emp-not-inc","Some-college","Never-married","Transport-moving","Own-child","White","Male",30,"<=50K"
"12181",49,"Self-emp-inc","Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"12182",20,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",20,"<=50K"
"12183",36,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",47,"<=50K"
"12184",32,"Private","Some-college","Separated","Exec-managerial","Unmarried","Black","Female",40,"<=50K"
"12185",23,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",32,"<=50K"
"12186",21,"Private","Some-college","Never-married","Sales","Own-child","White","Male",10,"<=50K"
"12187",25,"Private","Bachelors","Never-married","Exec-managerial","Own-child","White","Male",40,"<=50K"
"12188",24,"Private","Bachelors","Never-married","Sales","Own-child","White","Female",40,"<=50K"
"12189",22,"Private","Some-college","Never-married","Prof-specialty","Unmarried","White","Female",20,"<=50K"
"12190",41,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",40,">50K"
"12191",18,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,"<=50K"
"12192",24,"Private","Bachelors","Never-married","Sales","Own-child","White","Male",40,"<=50K"
"12193",38,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",48,"<=50K"
"12194",36,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",17,"<=50K"
"12195",45,"Local-gov","Masters","Divorced","Prof-specialty","Own-child","White","Female",55,"<=50K"
"12196",38,"Local-gov","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",40,">50K"
"12197",38,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",50,">50K"
"12198",34,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male",40,"<=50K"
"12199",53,"Local-gov","Assoc-acdm","Never-married","Adm-clerical","Not-in-family","Black","Male",40,"<=50K"
"12200",32,"Private","Assoc-voc","Married-civ-spouse","Prof-specialty","Wife","White","Female",40,">50K"
"12201",17,"Private","11th","Never-married","Sales","Own-child","Black","Female",30,"<=50K"
"12202",45,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"12203",31,"Local-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",48,"<=50K"
"12204",47,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",45,"<=50K"
"12205",27,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",50,"<=50K"
"12206",61,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",30,"<=50K"
"12207",33,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"12208",67,"Private","HS-grad","Separated","Machine-op-inspct","Other-relative","White","Female",40,"<=50K"
